,query_title,filter,top_hit_id,top_hit_score,top_hit_name
46,CL93Contig2,1,gi|915477544|gb|KR779995.1|,6480,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
47,CL100Contig74,,gi|1042907542|emb|LT594793.1|,71,"Theobroma cacao genome assembly, chromosome: VI"
48,CL100Contig79,,gi|850496270|gb|CP011912.1|,24,Ovis canadensis canadensis isolate 43U chromosome X sequence
49,CL100Contig100,,gi|733577134|emb|LN713256.1|,56,"Cucumis melo genomic chromosome, chr_2"
50,CL101Contig3,,gi|1034281666|gb|KU974155.1|,1297,"Cloning vector pCV3, complete sequence"
51,CL101Contig11,,gi|145307000|gb|EF442785.1|,5283,"Expression vector pET28a-LIC, complete sequence"
52,CL101Contig16,,gi|1129837529|emb|LT599825.1|,1855,"Escherichia coli isolate E. coli NRZ14408 genome assembly, plasmid: NRZ14408_C"
53,CL104Contig1,1,gi|814071848|ref|NC_026562.1|,4636,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
54,CL109Contig10,,gi|1109218914|ref|XM_019328413.1|,36,"PREDICTED: Ipomoea nil uncharacterized LOC109178862 (LOC109178862), mRNA"
55,CL109Contig14,,gi|769813620|ref|XM_006843013.2|,216,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
56,CL109Contig24,,gi|1021512413|ref|XM_016344079.1|,34,"PREDICTED: Arachis ipaensis uncharacterized LOC107640565 (LOC107640565), mRNA"
57,CL109Contig32,,gi|769813620|ref|XM_006843013.2|,1175,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
58,CL109Contig49,,gi|1044556463|ref|XM_017558889.1|,67,"PREDICTED: Vigna angularis uncharacterized LOC108325810 (LOC108325810), mRNA"
59,CL109Contig51,,gi|164565501|gb|AC216473.1|,34,"Populus trichocarpa clone POP059-L12, complete sequence"
60,CL109Contig56,,gi|15724037|gb|AF378072.1|AF378072,95,"Glycine max isolate Soybean5-1 retrovirus element Calypso, partial sequence"
61,CL109Contig59,,gi|769813620|ref|XM_006843013.2|,398,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
62,CL110Contig1,1,gi|873820236|gb|KR184827.1|,5009,"Cannabis sativa subsp. sativa cultivar Cheungsam chloroplast, complete genome"
63,CL113Contig2,1,gi|915477544|gb|KR779995.1|,3737,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
64,CL117Contig1,1,gi|814071848|ref|NC_026562.1|,5104,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
65,CL119Contig7,,gi|1042907538|emb|LT594789.1|,49,"Theobroma cacao genome assembly, chromosome: II"
66,CL125Contig12,,gi|769799309|ref|XM_006854823.2|,1387,"PREDICTED: Amborella trichopoda uncharacterized LOC18444659 (LOC18444659), partial mRNA"
67,CL125Contig15,,gi|733581963|emb|LN713261.1|,46,"Cucumis melo genomic chromosome, chr_7"
68,CL125Contig17,,gi|769799309|ref|XM_006854823.2|,728,"PREDICTED: Amborella trichopoda uncharacterized LOC18444659 (LOC18444659), partial mRNA"
69,CL125Contig34,,gi|769799309|ref|XM_006854823.2|,245,"PREDICTED: Amborella trichopoda uncharacterized LOC18444659 (LOC18444659), partial mRNA"
70,CL128Contig61,,gi|1102764218|ref|XM_010259153.2|,48,"PREDICTED: Nelumbo nucifera protein EMSY-LIKE 3 (LOC104597548), mRNA"
71,CL128Contig66,,gi|570309396|gb|KC622807.1|,28,"Drosophila madeirensis strain madRF01 occludin related Y protein (ory) gene, partial cds"
72,CL130Contig37,,gi|687882057|emb|LK951172.1|,46,"Angiostrongylus cantonensis genome assembly A_cantonensis_China ,scaffold ACAC_scaffold0003217"
73,CL130Contig70,,gi|769796917|ref|XM_011629689.1|,1075,"PREDICTED: Amborella trichopoda protein FAR1-RELATED SEQUENCE 4 (LOC18446801), partial mRNA"
74,CL130Contig91,,gi|149695326|emb|CU179646.5|,31,"Zebrafish DNA sequence from clone CH211-5G9, complete sequence"
75,CL132Contig1,1,gi|915477544|gb|KR779995.1|,3782,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
76,CL145Contig42,,gi|1044897801|gb|KT257663.1|,28,"Primula vulgaris PumT (PumT) gene, complete cds"
77,CL149Contig27,,gi|689432419|emb|LL907813.1|,46,"Schistocephalus solidus genome assembly S_solidus_NST_G2 ,scaffold SSLN_scaffold0007406"
78,CL152Contig1,1,gi|814071848|ref|NC_026562.1|,3522,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
79,CL163Contig1,1,gi|915477544|gb|KR779995.1|,1857,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
80,CL175Contig7,,gi|965610582|dbj|AP015042.1|,1276,"Vigna angularis var. angularis DNA, chromosome 9, almost complete sequence, cultivar: Shumari"
81,CL175Contig15,,gi|729055878|gb|KM577503.1|,42,"Olea europaea isolate 65197_H retrotransposon copia-type, complete sequence"
82,CL185Contig10,,gi|965601945|dbj|AP015039.1|,28,"Vigna angularis var. angularis DNA, chromosome 6, almost complete sequence, cultivar: Shumari"
83,CL186Contig12,,gi|571447931|ref|XM_006577552.1|,147,"PREDICTED: Glycine max uncharacterized LOC102665777 (LOC102665777), mRNA"
84,CL186Contig17,,gi|158829738|gb|EU094943.1|,139,Humulus lupulus clone AGA2-M20-7 microsatellite sequence
85,CL186Contig23,,gi|658058908|ref|XM_008367044.1|,51,"PREDICTED: Malus x domestica uncharacterized LOC103428915 (LOC103428915), mRNA"
86,CL186Contig32,,gi|733577134|emb|LN713256.1|,71,"Cucumis melo genomic chromosome, chr_2"
87,CL190Contig5,,gi|690065237|emb|LM583215.1|,29,"Haemonchus placei genome assembly H_placei_MHpl1 ,scaffold HPLM_scaffold0000160"
88,CL219Contig1,1,gi|915477544|gb|KR779995.1|,1363,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
89,CL227Contig2,,gi|1042907536|emb|LT594788.1|,492,"Theobroma cacao genome assembly, chromosome: I"
90,CL227Contig4,,gi|224922981|gb|AC235217.1|,251,"Glycine max strain Williams 82 clone GM_WBb0021B18, complete sequence"
91,CL227Contig6,,gi|224922952|gb|AC235188.1|,511,"Glycine max strain Williams 82 clone GM_WBb0010N12, complete sequence"
92,CL227Contig9,,gi|49405978|gb|AC140720.21|,248,"Medicago truncatula chromosome 8 clone mth2-17l10, complete sequence"
93,CL234Contig8,,gi|1040812937|ref|XM_017372841.1|,35,"PREDICTED: Daucus carota subsp. sativus uncharacterized LOC108203717 (LOC108203717), mRNA"
94,CL234Contig31,,gi|733578670|emb|LN713265.1|,43,"Cucumis melo genomic chromosome, chr_11"
95,CL246Contig6,,gi|102139913|gb|AC186752.1|,563,"Musa acuminata clone MA4_64C22, complete sequence"
96,CL257Contig5,,gi|147775775|emb|AM432343.2|,28,"Vitis vinifera contig VV78X114469.6, whole genome shotgun sequence"
97,CL275Contig5,,gi|552062597|gb|CP006778.1|,28,"Mesoplasma florum W37, complete genome"
98,CL337Contig3,,gi|831755443|ref|XM_012892961.1|,33,Acytostelium subglobosum LB1 hypothetical protein partial mRNA
99,CL373Contig1,1,gi|915477544|gb|KR779995.1|,527,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
100,CL422Contig1,,gi|62550774|emb|AJ851089.1|,537,Uncultured bacterium pRSB107 plasmid
101,CL470Contig1,,gi|117307224|emb|CR361566.16|,28,"Zebrafish DNA sequence from clone CH211-248E11 in linkage group 8, complete sequence"
102,CL2Contig217,,gi|850487286|gb|CP011897.1|,25,Ovis canadensis canadensis isolate 43U chromosome 12 sequence
103,CL6Contig2058,,gi|1051163262|ref|XM_017808670.1|,29,"PREDICTED: Lepidothrix coronata periplakin (PPL), mRNA"
104,CL7Contig210,,gi|850494956|gb|CP011910.1|,28,Ovis canadensis canadensis isolate 43U chromosome 25 sequence
105,CL7Contig281,,gi|850494956|gb|CP011910.1|,27,Ovis canadensis canadensis isolate 43U chromosome 25 sequence
106,CL7Contig486,,gi|850494956|gb|CP011910.1|,28,Ovis canadensis canadensis isolate 43U chromosome 25 sequence
107,CL12Contig52,,gi|45125135|emb|BX324001.6|,28,"Zebrafish DNA sequence from clone CH211-209D21 in linkage group 2, complete sequence"
108,CL12Contig123,,gi|1074116970|emb|LT615246.1|,36,"Plasmodium vivax genome assembly, chromosome: 8"
109,CL12Contig187,,gi|11989992|emb|AL138767.15|,31,"Human DNA sequence from clone RP11-57C13 on chromosome 10, complete sequence"
110,CL12Contig209,,gi|850495373|gb|CP011911.1|,29,Ovis canadensis canadensis isolate 43U chromosome 26 sequence
111,CL17Contig325,,gi|1126731459|emb|LT669789.1|,48,"Arabis alpina genome assembly, chromosome: chr2"
112,CL17Contig357,,gi|1126731799|emb|LT669793.1|,48,"Arabis alpina genome assembly, chromosome: chr6"
113,CL17Contig376,,gi|224923141|gb|AC235377.1|,32,"Glycine max strain Williams 82 clone GM_WBb0108H12, complete sequence"
114,CL17Contig433,,gi|1126731993|emb|LT669795.1|,105,"Arabis alpina genome assembly, chromosome: chr8"
115,CL19Contig103,,gi|1042907542|emb|LT594793.1|,1553,"Theobroma cacao genome assembly, chromosome: VI"
116,CL19Contig118,,gi|663673454|emb|HG975448.1|,139,"Solanum pennellii chromosome ch09, complete genome"
117,CL19Contig145,,gi|663673445|emb|HG975446.1|,1847,"Solanum pennellii chromosome ch07, complete genome"
118,CL19Contig220,,gi|733574990|emb|LN684892.1|,126,"Cucumis melo genomic scaffold, unassembled_sequence32384"
119,CL39Contig1,1,gi|764044028|gb|CP004084.1|,2128,"Enterobacteria phage phiX174, complete genome"
120,CL44Contig196,,gi|22004604|gb|AC090470.9|,30,"Homo sapiens chromosome 11, clone RP11-617E11, complete sequence"
121,CL44Contig682,,gi|840479639|emb|LK065639.1|,28,"Apteryx australis mantelli genome assembly AptMant0, scaffold scaffold944"
122,CL44Contig776,,gi|152003146|emb|CU182971.6|,29,"Zebrafish DNA sequence from clone CH211-223B10, complete sequence"
123,CL44Contig877,,gi|1108977550|ref|XM_010747702.2|,28,"PREDICTED: Larimichthys crocea solute carrier family 23 member 1 (slc23a1), mRNA"
124,CL44Contig979,,gi|1027112023|ref|XM_008243395.2|,32,"PREDICTED: Prunus mume probable galacturonosyltransferase-like 1 (LOC103340031), mRNA"
125,CL45Contig176,,gi|209875165|gb|EU805587.1|,143,Dalbergia nigra clone 1e28 microsatellite sequence
126,CL45Contig265,,gi|209875165|gb|EU805587.1|,146,Dalbergia nigra clone 1e28 microsatellite sequence
127,CL53Contig19,,gi|769809124|ref|XM_011625997.1|,2228,"PREDICTED: Amborella trichopoda retrovirus-related Pol polyprotein from transposon TNT 1-94 (LOC105420836), partial mRNA"
128,CL53Contig22,,gi|1132439889|gb|CP019110.1|,29,Spirodela polyrhiza strain 9509 chromosome 18 sequence
129,CL53Contig31,,gi|663673445|emb|HG975446.1|,58,"Solanum pennellii chromosome ch07, complete genome"
130,CL53Contig83,,gi|312032557|gb|AC243124.1|,795,"Gossypium raimondii clone GR__Ba0150L14-hof, complete sequence"
131,CL53Contig154,,gi|312032557|gb|AC243124.1|,679,"Gossypium raimondii clone GR__Ba0150L14-hof, complete sequence"
132,CL53Contig159,,gi|123638223|emb|AM436064.1|,155,"Vitis vinifera, whole genome shotgun sequence, contig VV78X211069.11, clone ENTAV 115"
133,CL53Contig167,,gi|147867315|emb|AM460831.2|,34,"Vitis vinifera contig VV78X057371.12, whole genome shotgun sequence"
134,CL53Contig177,,gi|733578317|emb|LN713264.1|,162,"Cucumis melo genomic chromosome, chr_10"
135,CL53Contig200,,gi|729055826|gb|KM577451.1|,208,"Olea europaea isolate 69877_E retrotransposon copia-type, complete sequence"
136,CL53Contig201,,gi|965599522|dbj|AP015038.1|,35,"Vigna angularis var. angularis DNA, chromosome 5, almost complete sequence, cultivar: Shumari"
137,CL53Contig208,,gi|147769970|emb|AM456232.2|,1674,"Vitis vinifera contig VV78X161740.5, whole genome shotgun sequence"
138,CL54Contig3,1,gi|915477544|gb|KR779995.1|,14756,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
139,CL56Contig1,,gi|7960173|gb|AF223066.1|AF223066,1907,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
140,CL59Contig11,,gi|663673439|emb|HG975440.1|,1573,"Solanum pennellii chromosome ch01, complete genome"
141,CL59Contig22,,gi|12227265|emb|AJ292269.1|,353,Nicotiana sylvestris DNA flanking T-DNA insert line S18K2L
142,CL59Contig79,,gi|663681072|emb|HG975518.1|,822,"Solanum lycopersicum chromosome ch06, complete genome"
143,CL59Contig94,,gi|663673453|emb|HG975447.1|,1546,"Solanum pennellii chromosome ch08, complete genome"
144,CL62Contig1,,gi|984915421|gb|KT459222.1|,1639,"Cannabis sativa voucher Ahrendsen_22 26S ribosomal RNA gene, partial sequence"
145,CL68Contig192,,gi|523711443|gb|KF191946.1|,38,Frangula alnus subsp. alnus clone Contig11349 polymorphic genomic sequence
146,CL69Contig17,,gi|965604228|dbj|AP015040.1|,447,"Vigna angularis var. angularis DNA, chromosome 7, almost complete sequence, cultivar: Shumari"
147,CL69Contig101,,gi|965615722|dbj|AP015044.1|,35,"Vigna angularis var. angularis DNA, chromosome 11, almost complete sequence, cultivar: Shumari"
148,CL71Contig8,1,gi|915477544|gb|KR779995.1|,8888,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
149,CL80Contig2,1,gi|873820236|gb|KR184827.1|,8420,"Cannabis sativa subsp. sativa cultivar Cheungsam chloroplast, complete genome"
150,CL81Contig1,1,gi|915477544|gb|KR779995.1|,9265,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
151,CL82Contig1,,gi|7960173|gb|AF223066.1|AF223066,1669,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
152,CL108Contig6,1,gi|1120869683|gb|KY244086.1|,87,"Ulmus pumila chloroplast, complete genome"
153,CL108Contig21,1,gi|814071848|ref|NC_026562.1|,1810,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
154,CL108Contig41,,gi|733578762|emb|LN713258.1|,28,"Cucumis melo genomic chromosome, chr_4"
155,CL121Contig92,,gi|690680897|emb|LN233283.1|,32,"Spirometra erinaceieuropaei genome assembly S_erinaceieuropaei ,scaffold SPER_scaffold0188783"
156,CL124Contig1,1,gi|814071848|ref|NC_026562.1|,3948,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
157,CL129Contig82,,gi|123703950|emb|AM469002.1|,136,"Vitis vinifera, whole genome shotgun sequence, contig VV78X110320.5, clone ENTAV 115"
158,CL131Contig1,1,gi|915477544|gb|KR779995.1|,3195,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
159,CL134Contig1,1,gi|915477544|gb|KR779995.1|,3269,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
160,CL136Contig39,,gi|147776244|emb|AM447752.2|,37,"Vitis vinifera contig VV79X005129.3, whole genome shotgun sequence"
161,CL139Contig1,1,gi|814071848|ref|NC_026562.1|,3357,"Cannabis sativa cultivar Carmagnola chloroplast, complete genome"
162,CL142Contig90,,gi|685844880|ref|NG_034260.1|,29,"Homo sapiens collagen type XXVII alpha 1 chain (COL27A1), RefSeqGene on chromosome 9"
163,CL150Contig8,,gi|1042907684|emb|LT594796.1|,2319,"Theobroma cacao genome assembly, chromosome: IX"
164,CL150Contig12,,gi|1042907684|emb|LT594796.1|,642,"Theobroma cacao genome assembly, chromosome: IX"
165,CL153Contig51,,gi|586653853|ref|XM_006829284.1|,475,"PREDICTED: Amborella trichopoda uncharacterized LOC18424705 (LOC18424705), mRNA"
166,CL154Contig1,1,gi|915477544|gb|KR779995.1|,1629,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
167,CL161Contig2,,gi|290767982|gb|GQ407106.1|,81,"Oryza officinalis chromosome 6 clone BAC a0152I16, complete sequence"
168,CL166Contig3,,gi|316996537|dbj|AB545982.1|,197,"Pyrus pyrifolia genes for F-box proteins and S2-RNase, complete cds, haplotype: S2"
169,CL166Contig12,,gi|1042907539|emb|LT594790.1|,65,"Theobroma cacao genome assembly, chromosome: III"
170,CL166Contig13,,gi|1026074420|ref|XR_001676962.1|,134,"PREDICTED: Capsicum annuum protein unc-45 homolog A (LOC107878891), transcript variant X4, misc_RNA"
171,CL166Contig33,,gi|1039900624|ref|XM_017325054.1|,233,"PREDICTED: Malus x domestica uncharacterized mitochondrial protein AtMg00810-like (LOC108170291), mRNA"
172,CL168Contig15,,gi|1042907538|emb|LT594789.1|,34,"Theobroma cacao genome assembly, chromosome: II"
173,CL172Contig1,1,gi|915477544|gb|KR779995.1|,1779,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
174,CL183Contig62,,gi|51889857|gb|AC114655.12|,28,"Mus musculus chromosome 1, clone RP24-160J12, complete sequence"
175,CL184Contig9,,gi|123636170|emb|AM424197.1|,33,"Vitis vinifera contig VV78X078752.34, whole genome shotgun sequence"
176,CL188Contig31,,gi|685042986|emb|LN591511.1|,34,"Cyprinus carpio genome assembly common carp genome ,scaffold 000007887"
177,CL197Contig1,1,gi|915477544|gb|KR779995.1|,1367,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
178,CL212Contig6,,gi|166197738|gb|AC217032.1|,36,"Populus trichocarpa clone POP013-C12, complete sequence"
179,CL212Contig17,,gi|663681072|emb|HG975518.1|,28,"Solanum lycopersicum chromosome ch06, complete genome"
180,CL221Contig1,1,gi|873820236|gb|KR184827.1|,1199,"Cannabis sativa subsp. sativa cultivar Cheungsam chloroplast, complete genome"
181,CL226Contig1,,gi|965668308|dbj|AP015037.1|,31,"Vigna angularis var. angularis DNA, chromosome 4, almost complete sequence, cultivar: Shumari"
182,CL261Contig14,,gi|685042171|emb|LN590696.1|,32,"Cyprinus carpio genome assembly common carp genome, scaffold: LG32, chromosome: 32"
183,CL267Contig3,1,gi|915477544|gb|KR779995.1|,971,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
184,CL297Contig3,,gi|390607311|emb|FO203455.1|,32,"Arabidopsis halleri haplotype Ah03 S-locus region genomic sequence, BAC library Aha_B_I9, BAC clone 41K19, contig1"
185,CL316Contig5,,gi|102139913|gb|AC186752.1|,461,"Musa acuminata clone MA4_64C22, complete sequence"
186,CL326Contig9,,gi|77993044|emb|CR962134.2|,363,"Medicago truncatula chromosome 5 clone mte1-40n1, COMPLETE SEQUENCE"
187,CL505Contig3,,gi|332189094|gb|CP002684.1|,290,Arabidopsis thaliana chromosome 1 sequence
188,CL960Contig1,1,gi|1025625111|gb|KU363807.1|,541,"Cannabis sativa cultivar Sievers Infinity mitochondrion, complete genome"
189,CL10Contig26,,gi|1105162253|emb|LT635616.1|,60,"Plasmodium vivax genome assembly, chromosome: 5"
190,CL10Contig120,,gi|27899581|emb|AL772396.7|,30,"Zebrafish DNA sequence from clone CH211-253F14 in linkage group 17, complete sequence"
191,CL20Contig250,,gi|733578671|emb|LN713266.1|,219,"Cucumis melo genomic chromosome, chr_12"
192,CL20Contig265,,gi|307947555|gb|GQ395778.1|,83,"Ananas comosus retrotransposon LTR-like putative polyprotein-like gene, partial sequence"
193,CL20Contig279,,gi|669026884|emb|HG670306.1|,56,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
194,CL20Contig307,,gi|1042907543|emb|LT594794.1|,98,"Theobroma cacao genome assembly, chromosome: VII"
195,CL20Contig314,,gi|1012113261|ref|XM_016105024.1|,105,"PREDICTED: Arachis duranensis uncharacterized LOC107484454 (LOC107484454), mRNA"
196,CL20Contig317,,gi|663673456|emb|HG975450.1|,71,"Solanum pennellii chromosome ch11, complete genome"
197,CL24Contig1985,,gi|1012170572|ref|XM_016110127.1|,31,"PREDICTED: Arachis duranensis uncharacterized LOC107489376 (LOC107489376), mRNA"
198,CL24Contig2096,,gi|189163075|dbj|AP010309.1|,44,"Lotus japonicus genomic DNA, chromosome 5, clone: LjB01H03, BM1799, complete sequence"
199,CL26Contig38,,gi|687928715|emb|LL008107.1|,29,"Trichobilharzia regenti genome assembly T_regenti_v1_0_4, scaffold TRE_scaffold0008107"
200,CL29Contig62,,gi|147833524|emb|AM471197.2|,151,"Vitis vinifera contig VV78X125097.3, whole genome shotgun sequence"
201,CL29Contig92,,gi|874502529|ref|XM_013109178.1|,28,"PREDICTED: Anas platyrhynchos keratin, type I cytoskeletal 12 (LOC101791244), mRNA"
202,CL29Contig117,,gi|1021563623|ref|XM_016317603.1|,131,"PREDICTED: Arachis ipaensis uncharacterized LOC107615548 (LOC107615548), partial mRNA"
203,CL29Contig136,,gi|147787953|emb|AM438099.2|,69,"Vitis vinifera contig VV78X057202.9, whole genome shotgun sequence"
204,CL29Contig140,,gi|1103911433|ref|XM_019202121.1|,71,"PREDICTED: Tarenaya hassleriana uncharacterized LOC104809693 (LOC104809693), mRNA"
205,CL29Contig197,,gi|1042907541|emb|LT594792.1|,253,"Theobroma cacao genome assembly, chromosome: V"
206,CL29Contig254,,gi|669026884|emb|HG670306.1|,112,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
