,query_title,filter,top_hit_id,top_hit_score,top_hit_name
117,CL108Contig8,,gi|689935153|emb|LM419616.1|,33,"Enterobius vermicularis genome assembly E_vermicularis_Canary_Islands ,scaffold EVEC_scaffold0005865"
118,CL108Contig44,,gi|147838517|emb|AM451081.2|,101,"Vitis vinifera contig VV79X006570.2, whole genome shotgun sequence"
119,CL110Contig763,,gi|669026884|emb|HG670306.1|,58,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
120,CL144Contig23,,gi|884969201|ref|XM_013138301.1|,29,"PREDICTED: Esox lucius protein TsetseEP-like (LOC106024734), mRNA"
121,CL192Contig4,,gi|769817038|ref|XM_011623508.1|,402,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
122,CL192Contig61,,gi|769817038|ref|XM_011623508.1|,496,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
123,CL192Contig65,,gi|769817038|ref|XM_011623508.1|,516,"PREDICTED: Amborella trichopoda uncharacterized LOC105420314 (LOC105420314), partial mRNA"
124,CL192Contig85,,gi|158829805|gb|EU095010.1|,565,Humulus lupulus clone GT4-M18-15 microsatellite sequence
125,CL201Contig3,,gi|586678759|ref|XM_006840063.1|,253,"PREDICTED: Amborella trichopoda uncharacterized LOC18429898 (LOC18429898), mRNA"
126,CL201Contig58,,gi|147838390|emb|AM451223.2|,59,"Vitis vinifera contig VV78X090773.9, whole genome shotgun sequence"
127,CL208Contig281,,gi|40716057|gb|AY497482.1|,253,Humulus lupulus clone HlGA23 microsatellite sequence
128,CL212Contig66,,gi|1042907539|emb|LT594790.1|,35,"Theobroma cacao genome assembly, chromosome: III"
129,CL244Contig47,,gi|1109220318|ref|XM_019329093.1|,35,"PREDICTED: Ipomoea nil uncharacterized LOC109179591 (LOC109179591), mRNA"
130,CL244Contig81,,gi|669026884|emb|HG670306.1|,29,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
131,CL246Contig5,,gi|12862298|dbj|AB013908.1|,636,Cannabis sativa LINE-like retrotransposon pseudogene for reverse transcriptase
132,CL256Contig18,,gi|224922910|gb|AC235146.1|,207,"Glycine max strain Williams 82 clone GM_WBa0079M06, complete sequence"
133,CL256Contig55,,gi|148589150|emb|CR962136.3|,261,"Medicago truncatula chromosome 5 clone mth2-52n22, COMPLETE SEQUENCE"
134,CL256Contig67,,gi|393393935|gb|AC236235.2|,460,"Glycine max clone GM_WBc0237B24, complete sequence"
135,CL256Contig74,,gi|224922952|gb|AC235188.1|,509,"Glycine max strain Williams 82 clone GM_WBb0010N12, complete sequence"
136,CL256Contig84,,gi|18575|emb|X16875.1|,262,Soybean ENOD2A gene for Ngm-75
137,CL256Contig99,,gi|224923023|gb|AC235259.1|,275,"Glycine max strain Williams 82 clone GM_WBb0038P01, complete sequence"
138,CL264Contig24,,gi|164663928|gb|AC216604.1|,38,"Populus trichocarpa clone POP097-J13, complete sequence"
139,CL264Contig123,,gi|1043336564|gb|KU884741.1|,50,Zanthoxylum schinifolium microsatellite Zs2062 sequence
140,CL272Contig2,,gi|7594788|dbj|AB041022.1|,1865,"Humulus lupulus DNA, 18S-26S intergenic spacer, complete sequence"
141,CL280Contig20,,gi|224922896|gb|AC235132.1|,39,"Glycine max strain Williams 82 clone GM_WBa0057L23, complete sequence"
142,CL280Contig32,,gi|1083862710|ref|XM_009602544.2|,59,"PREDICTED: Nicotiana tomentosiformis uncharacterized LOC104096205 (LOC104096205), transcript variant X6, mRNA"
143,CL283Contig145,,gi|506965883|gb|CP005077.1|,29,"Spiroplasma chrysopicola DF-1, complete genome"
144,CL310Contig52,,gi|189163160|dbj|AP010394.1|,374,"Lotus japonicus genomic DNA, chromosome 5, clone: LjB03D07, BM1847a, complete sequence"
145,CL310Contig55,,gi|147861319|emb|AM484268.2|,125,"Vitis vinifera contig VV78X155599.12, whole genome shotgun sequence"
146,CL310Contig105,,gi|312032557|gb|AC243124.1|,407,"Gossypium raimondii clone GR__Ba0150L14-hof, complete sequence"
147,CL317Contig1,1,gi|927682664|gb|KT266264.1|,5595,"Humulus lupulus chloroplast, complete genome"
148,CL332Contig1,1,gi|927682664|gb|KT266264.1|,5112,"Humulus lupulus chloroplast, complete genome"
149,CL342Contig31,,gi|34556141|emb|BX511113.8|,32,"Zebrafish DNA sequence from clone DKEY-38J10 in linkage group 17, complete sequence"
150,CL390Contig2,1,gi|927682664|gb|KT266264.1|,3448,"Humulus lupulus chloroplast, complete genome"
151,CL400Contig1,,gi|7960173|gb|AF223066.1|AF223066,2316,"Humulus lupulus 26S ribosomal RNA gene, partial sequence; 18S ribosomal RNA gene, internal transcribed spacer 1, 5.8S ribosomal RNA gene, internal transcribed spacer 2 and 26S ribosomal RNA gene, complete sequence; and 18S ribosomal RNA gene, partial sequence"
152,CL410Contig16,,gi|703082685|ref|XM_010093715.1|,72,"Morus notabilis putative acetyl-CoA acetyltransferase, cytosolic 2 partial mRNA"
153,CL410Contig17,,gi|703082685|ref|XM_010093715.1|,86,"Morus notabilis putative acetyl-CoA acetyltransferase, cytosolic 2 partial mRNA"
154,CL420Contig1,1,gi|927682664|gb|KT266264.1|,2389,"Humulus lupulus chloroplast, complete genome"
155,CL426Contig1,1,gi|927682664|gb|KT266264.1|,2444,"Humulus lupulus chloroplast, complete genome"
156,CL496Contig1,1,gi|927682664|gb|KT266264.1|,1807,"Humulus lupulus chloroplast, complete genome"
157,CL512Contig1,1,gi|927682664|gb|KT266264.1|,1484,"Humulus lupulus chloroplast, complete genome"
158,CL518Contig1,1,gi|915477544|gb|KR779995.1|,1292,"Cannabis sativa cultivar dagestani chloroplast, complete genome"
159,CL523Contig1,1,gi|927682664|gb|KT266264.1|,1632,"Humulus lupulus chloroplast, complete genome"
160,CL527Contig1,1,gi|927682664|gb|KT266264.1|,1438,"Humulus lupulus chloroplast, complete genome"
161,CL539Contig1,1,gi|927682664|gb|KT266264.1|,1277,"Humulus lupulus chloroplast, complete genome"
162,CL547Contig14,,gi|1102779369|ref|XM_010273967.2|,29,"PREDICTED: Nelumbo nucifera haloacid dehalogenase-like hydrolase domain-containing protein At3g48420 (LOC104608090), transcript variant X2, mRNA"
163,CL557Contig1,1,gi|927682664|gb|KT266264.1|,1284,"Humulus lupulus chloroplast, complete genome"
164,CL589Contig1,1,gi|927682664|gb|KT266264.1|,1277,"Humulus lupulus chloroplast, complete genome"
165,CL594Contig2,1,gi|927682664|gb|KT266264.1|,1033,"Humulus lupulus chloroplast, complete genome"
166,CL619Contig1,1,gi|927682664|gb|KT266264.1|,1036,"Humulus lupulus chloroplast, complete genome"
167,CL649Contig1,1,gi|927682664|gb|KT266264.1|,975,"Humulus lupulus chloroplast, complete genome"
168,CL660Contig1,1,gi|927682664|gb|KT266264.1|,1202,"Humulus lupulus chloroplast, complete genome"
169,CL672Contig1,1,gi|927682664|gb|KT266264.1|,1794,"Humulus lupulus chloroplast, complete genome"
170,CL678Contig1,1,gi|927682664|gb|KT266264.1|,783,"Humulus lupulus chloroplast, complete genome"
171,CL691Contig1,1,gi|927682664|gb|KT266264.1|,817,"Humulus lupulus chloroplast, complete genome"
172,CL694Contig1,1,gi|927682664|gb|KT266264.1|,797,"Humulus lupulus chloroplast, complete genome"
173,CL750Contig2,,gi|1126731605|emb|LT669791.1|,51,"Arabis alpina genome assembly, chromosome: chr4"
174,CL756Contig1,1,gi|927682664|gb|KT266264.1|,771,"Humulus lupulus chloroplast, complete genome"
175,CL761Contig1,1,gi|927682664|gb|KT266264.1|,809,"Humulus lupulus chloroplast, complete genome"
176,CL770Contig1,1,gi|927682664|gb|KT266264.1|,588,"Humulus lupulus chloroplast, complete genome"
177,CL786Contig1,,gi|703152810|ref|XM_010112216.1|,70,Morus notabilis hypothetical protein partial mRNA
178,CL803Contig3,1,gi|927682664|gb|KT266264.1|,626,"Humulus lupulus chloroplast, complete genome"
179,CL865Contig1,1,gi|927682664|gb|KT266264.1|,559,"Humulus lupulus chloroplast, complete genome"
180,CL1011Contig1,,gi|1102786938|ref|XM_010242681.2|,36,"PREDICTED: Nelumbo nucifera uncharacterized LOC104585713 (LOC104585713), mRNA"
181,CL1057Contig5,,gi|1007355361|gb|KT886993.1|,469,Humulus lupulus extrachromosomal circular DNA complete sequence
182,CL4Contig905,,gi|1126731607|emb|LT669792.1|,129,"Arabis alpina genome assembly, chromosome: chr5"
183,CL4Contig1279,,gi|164663915|gb|AC216591.1|,52,"Populus trichocarpa clone POP002-D23, complete sequence"
184,CL9Contig1227,,gi|1027099948|ref|XM_016793451.1|,58,"PREDICTED: Prunus mume uncharacterized LOC107880912 (LOC107880912), mRNA"
185,CL17Contig709,,gi|733578316|emb|LN713263.1|,168,"Cucumis melo genomic chromosome, chr_9"
186,CL17Contig784,,gi|733578763|emb|LN713259.1|,426,"Cucumis melo genomic chromosome, chr_5"
187,CL17Contig869,,gi|733578763|emb|LN713259.1|,1428,"Cucumis melo genomic chromosome, chr_5"
188,CL17Contig1241,,gi|733577135|emb|LN713257.1|,399,"Cucumis melo genomic chromosome, chr_3"
189,CL40Contig754,,gi|337730999|gb|JN021935.1|,71,"Helianthus annuus cultivar HA383 clone BAC 0516M24, complete sequence"
190,CL86Contig719,,gi|1042907542|emb|LT594793.1|,216,"Theobroma cacao genome assembly, chromosome: VI"
191,CL86Contig731,,gi|1126731460|emb|LT669790.1|,61,"Arabis alpina genome assembly, chromosome: chr3"
192,CL86Contig921,,gi|1108902864|ref|XM_019248735.1|,80,"PREDICTED: Beta vulgaris subsp. vulgaris uncharacterized LOC109134684 (LOC109134684), mRNA"
193,CL96Contig277,,gi|46561084|gb|AY588388.1|,110,Humulus lupulus clone HlACA2 microsatellite sequence
194,CL96Contig482,,gi|46561084|gb|AY588388.1|,112,Humulus lupulus clone HlACA2 microsatellite sequence
195,CL123Contig9,,gi|965601945|dbj|AP015039.1|,45,"Vigna angularis var. angularis DNA, chromosome 6, almost complete sequence, cultivar: Shumari"
196,CL123Contig29,,gi|158341706|gb|AC212852.1|,55,"Populus trichocarpa clone POP106-O02, complete sequence"
197,CL123Contig171,,gi|669026884|emb|HG670306.1|,4678,"Triticum aestivum chromosome 3B, genomic scaffold, cultivar Chinese Spring"
198,CL123Contig305,,gi|823222003|ref|XM_012588248.1|,101,"PREDICTED: Gossypium raimondii uncharacterized LOC105768358 (LOC105768358), mRNA"
199,CL123Contig314,,gi|769813620|ref|XM_006843013.2|,464,"PREDICTED: Amborella trichopoda uncharacterized LOC18432918 (LOC18432918), partial mRNA"
200,CL129Contig80,,gi|733578316|emb|LN713263.1|,111,"Cucumis melo genomic chromosome, chr_9"
201,CL129Contig131,,gi|840010955|emb|LK064720.1|,30,"Apteryx australis mantelli genome assembly AptMant0, scaffold scaffold52"
202,CL129Contig186,,gi|985459048|ref|XM_015532510.1|,76,"PREDICTED: Citrus sinensis uncharacterized LOC107177932 (LOC107177932), mRNA"
203,CL129Contig277,,gi|78097433|gb|AC150372.15|,69,"Medicago truncatula clone mth2-151k24, complete sequence"
204,CL129Contig278,,gi|147825214|emb|AM488860.2|,41,"Vitis vinifera contig VV78X105150.3, whole genome shotgun sequence"
205,CL129Contig284,,gi|1109199489|ref|XM_019303964.1|,55,"PREDICTED: Ipomoea nil uncharacterized LOC109156123 (LOC109156123), mRNA"
206,CL129Contig286,,gi|20429574|gb|AC116611.4|,30,"Homo sapiens BAC clone RP13-581D7 from 4, complete sequence"
207,CL158Contig434,,gi|675439392|gb|KF770456.1|,33,"Silene latifolia clone BAC 86M14, complete sequence"
208,CL161Contig69,,gi|149275342|gb|AC167329.2|,31,"Medicago truncatula chromosome 7 BAC clone mte1-44l19, complete sequence"
209,CL161Contig87,,gi|698509832|ref|XM_009801806.1|,34,"PREDICTED: Nicotiana sylvestris uncharacterized LOC104246073 (LOC104246073), transcript variant X1, mRNA"
210,CL169Contig1,,gi|164498911|gb|AC216422.1|,800,"Populus trichocarpa clone POP107-N01, complete sequence"
211,CL169Contig133,,gi|147809639|emb|AM424838.2|,940,"Vitis vinifera contig VV78X079642.3, whole genome shotgun sequence"
212,CL180Contig20,,gi|689517668|emb|LL958787.1|,28,"Schistosoma rodhaini genome assembly S_rodhaini_Burundi ,scaffold SROB_scaffold0001809"
213,CL184Contig430,,gi|157743425|gb|AC211309.1|,34,"Populus trichocarpa clone POP016-I22, complete sequence"
214,CL186Contig47,,gi|971402668|ref|XM_015288606.1|,29,"PREDICTED: Gallus gallus leucine-rich, glioma inactivated 1 (LGI1), transcript variant X7, mRNA"
215,CL210Contig147,,gi|104294910|gb|AC184065.2|,143,"Populus trichocarpa clone Pop1-110C20, complete sequence"
